Question ID,Row Label,Column Label,Question Text,Status,First Year,Last Year,Description Count
14F01,"Physical sciences, astronomy and astrophysics",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F01,"Physical sciences, astronomy and astrophysics",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F02,"Physical sciences, chemistry",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F02,"Physical sciences, chemistry",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F02,"Physical sciences, chemistry",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F03,"Physical sciences, materials science",Federal,Capitalized equipment expenditures by field and source,New / Added,20162016,20242024,1
14F03,"Physical sciences, materials science",Nonfederal,Capitalized equipment expenditures by field and source,New / Added,20162016,20242024,1
14F03,"Physical sciences, materials science",Total,Capitalized equipment expenditures by field and source,New / Added,20162016,20242024,1
14F04,"Physical sciences, physics",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F04,"Physical sciences, physics",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F04,"Physical sciences, physics",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F05,"Physical sciences, other",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F05,"Physical sciences, other",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F05,"Physical sciences, other",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F06,"Physical sciences, all",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F06,"Physical sciences, all",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14F06,"Physical sciences, all",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14G,"Psychology, all",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14G,"Psychology, all",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14G,"Psychology, all",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H01,"Social sciences, anthropology",Federal,Capitalized equipment expenditures by field and source,New / Added,20162016,20242024,1
14H01,"Social sciences, anthropology",Nonfederal,Capitalized equipment expenditures by field and source,New / Added,20162016,20242024,1
14H01,"Social sciences, anthropology",Total,Capitalized equipment expenditures by field and source,New / Added,20162016,20242024,1
14H02,"Social sciences, economics",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H02,"Social sciences, economics",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H02,"Social sciences, economics",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H03,"Social sciences, political science and government",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H03,"Social sciences, political science and government",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H03,"Social sciences, political science and government",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H04,"Social sciences, sociology, demography, and population studies",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H04,"Social sciences, sociology, demography, and population studies",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H04,"Social sciences, sociology, demography, and population studies",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H05,"Social sciences, other",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H05,"Social sciences, other",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H05,"Social sciences, other",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H06,"Social sciences, all",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H06,"Social sciences, all",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14H06,"Social sciences, all",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14I,"Other sciences, all",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14I,"Other sciences, all",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14I,"Other sciences, all",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J01,"Non-S&E, business management and business administration",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J01,"Non-S&E, business management and business administration",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J01,"Non-S&E, business management and business administration",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J02,"Non-S&E, communication and communications technologies",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J02,"Non-S&E, communication and communications technologies",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J02,"Non-S&E, communication and communications technologies",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J03,"Non-S&E, education",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J03,"Non-S&E, education",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J03,"Non-S&E, education",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J04,"Non-S&E, humanities",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J04,"Non-S&E, humanities",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J04,"Non-S&E, humanities",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J05,"Non-S&E, law",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J05,"Non-S&E, law",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J05,"Non-S&E, law",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J06,"Non-S&E, social work",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J06,"Non-S&E, social work",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J06,"Non-S&E, social work",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J07,"Non-S&E, visual and performing arts",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J07,"Non-S&E, visual and performing arts",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J07,"Non-S&E, visual and performing arts",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J08,"Non-S&E, other",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J08,"Non-S&E, other",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J08,"Non-S&E, other",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J09,"Non-S&E, all",Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J09,"Non-S&E, all",Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14J09,"Non-S&E, all",Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14K,All,Federal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14K,All,Nonfederal,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
14K,All,Total,Capitalized equipment expenditures by field and source,Consistent,20102010,20242024,1
15,Total,Researchers,Headcount of personnel,New / Added,20222022,20242024,1
15,Total,Support Staff,Headcount of personnel,New / Added,20222022,20242024,1
15,Total,Total,Headcount of personnel,New / Added,20222022,20242024,1
15,Total,Technicians,Headcount of personnel,New / Added,20222022,20242024,1
16,Total,Researchers,FTEs,New / Added,20222022,20242024,1
16,Total,Support Staff,FTEs,New / Added,20222022,20242024,1
16,Total,Total,FTEs,New / Added,20222022,20242024,1
16,Total,Technicians,FTEs,New / Added,20222022,20242024,1
NA_01,Total,,ARRA funds,Removed,20102010,20142014,1
NA_02,Other personnel,,Personnel,Removed,20102010,20192019,1
NA_02,Principal investigators,,Personnel,Removed,20102010,20192019,1
NA_02,Total,,Personnel,Removed,20102010,20192019,1
NA_03,Total,,Postdocs,Removed,20102010,20152015,1
